Source MAC,Destination MAC,Protocol,Port Dst,Size,Time,Access
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.397857,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.398044,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.398266,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.398534,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.398642,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.398698,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.398771,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.398899,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.399168,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,98,2024-12-21T17:19:57.399281,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,79,2024-12-21T17:20:11.637731,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,77,2024-12-21T17:20:11.641349,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,75,2024-12-21T17:20:11.642692,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,224,2024-12-21T17:20:11.644775,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,75,2024-12-21T17:20:11.650129,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,316,2024-12-21T17:20:11.655043,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,74,2024-12-21T17:20:11.656985,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:11.657433,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,583,2024-12-21T17:20:11.657435,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:11.670177,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:23.654941,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:23.654946,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,101,2024-12-21T17:20:23.656022,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:23.656133,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,1494,2024-12-21T17:20:23.660784,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,365,2024-12-21T17:20:23.660789,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:23.661108,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:23.698403,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,221,2024-12-21T17:20:23.776758,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,952,2024-12-21T17:20:23.776957,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,90,2024-12-21T17:20:33.447987,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:33.448073,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,94,2024-12-21T17:20:33.448266,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,238,2024-12-21T17:20:33.502776,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,949,2024-12-21T17:20:33.502965,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,97,2024-12-21T17:20:33.503065,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,78,2024-12-21T17:20:33.508449,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,101,2024-12-21T17:20:33.521025,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,221,2024-12-21T17:20:33.561159,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,954,2024-12-21T17:20:33.561340,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,Unknown,92,2024-12-21T17:20:41.459389,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,1494,2024-12-21T17:20:41.469330,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:41.469513,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,368,2024-12-21T17:20:41.470470,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,74,2024-12-21T17:20:41.470474,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:41.470477,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,165,2024-12-21T17:20:41.470481,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:41.470596,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:41.470640,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:41.470650,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,54,2024-12-21T17:20:52.751438,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,54,2024-12-21T17:20:52.751444,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,1486,2024-12-21T17:20:52.751602,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,1085,2024-12-21T17:20:52.751626,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,235,2024-12-21T17:20:52.757327,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,1120,2024-12-21T17:20:52.757635,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,97,2024-12-21T17:20:52.757709,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,54,2024-12-21T17:20:52.810880,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,54,2024-12-21T17:20:52.810887,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,54,2024-12-21T17:20:52.810888,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:57.396468,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:57.396473,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:57.397627,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,66,2024-12-21T17:20:57.465382,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,71,2024-12-21T17:20:57.542252,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,68,2024-12-21T17:20:57.577498,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,1494,2024-12-21T17:20:57.674471,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,1494,2024-12-21T17:20:57.674481,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,Unknown,66,2024-12-21T17:20:57.674671,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,Unknown,1494,2024-12-21T17:20:57.684166,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,71,2024-12-21T17:22:20.776515,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,68,2024-12-21T17:22:20.810034,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,90,2024-12-21T17:22:21.689520,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,590,2024-12-21T17:22:21.709881,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,78,2024-12-21T17:22:21.710080,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,449,2024-12-21T17:22:22.821456,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,75,2024-12-21T17:22:22.859307,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,76,2024-12-21T17:22:22.865363,Trusted
b6:26:be:4e:91:21,ff:ff:ff:ff:ff:ff,DATA,Unknown,86,2024-12-21T17:22:23.056558,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,1292,2024-12-21T17:22:23.106655,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,66,2024-12-21T17:22:25.777077,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,885,2024-12-21T17:22:25.785674,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,76,2024-12-21T17:22:25.785803,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,602,2024-12-21T17:22:25.812991,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,76,2024-12-21T17:22:25.813124,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,1285,2024-12-21T17:22:25.815053,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,1292,2024-12-21T17:22:25.815055,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,1292,2024-12-21T17:22:25.815058,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,1292,2024-12-21T17:22:25.815059,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,1292,2024-12-21T17:22:25.815061,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,66,2024-12-21T17:22:27.685677,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,Unknown,109,2024-12-21T17:22:27.816984,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,53043,66,2024-12-21T17:22:27.837113,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,83,2024-12-21T17:22:27.888034,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,65,2024-12-21T17:22:27.894085,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,Unknown,106,2024-12-21T17:22:27.947522,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-21T17:22:27.947602,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,Unknown,83,2024-12-21T17:22:28.099415,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,65,2024-12-21T17:22:28.105273,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,Unknown,539,2024-12-21T17:22:28.289435,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,53236,122,2024-12-21T17:25:11.800363,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,53236,66,2024-12-21T17:25:11.800364,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-21T17:25:11.806356,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,116,2024-12-21T17:25:11.810759,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,116,2024-12-21T17:25:11.810818,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,48521,132,2024-12-21T17:25:11.816396,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-21T17:25:11.823919,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-21T17:25:11.823938,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-21T17:25:11.823977,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,121,2024-12-21T17:25:11.824164,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,71,2024-12-21T17:25:12.644166,Trusted
40:a1:08:38:75:ef,b6:26:be:4e:91:21,MDNS,5353,289,2024-12-21T17:25:12.668219,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,53236,68,2024-12-21T17:25:12.674737,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,83,2024-12-21T17:25:12.739610,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,60243,65,2024-12-21T17:25:12.745412,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,60243,539,2024-12-21T17:25:12.754268,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,86,2024-12-21T17:25:12.781772,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,301,2024-12-21T17:25:12.814527,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,71,2024-12-21T17:25:12.831838,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,50793,68,2024-12-21T17:25:12.860845,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56591,103,2024-12-21T17:30:11.739179,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56591,78,2024-12-21T17:30:11.739182,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56591,188,2024-12-21T17:30:11.739203,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-21T17:30:11.744747,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,322,2024-12-21T17:30:11.745225,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56591,75,2024-12-21T17:30:11.772616,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-21T17:30:11.777819,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56591,154,2024-12-21T17:30:12.045035,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,82,2024-12-21T17:30:12.051036,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56591,68,2024-12-21T17:30:12.075756,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56591,79,2024-12-21T17:35:11.780698,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-21T17:35:11.787589,Trusted
90:06:28:ea:b1:1b,01:00:5e:7f:ff:fa,SSDP,1900,167,2024-12-21T17:35:12.394710,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,5223,104,2024-12-21T17:35:12.430306,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,62931,202,2024-12-21T17:35:12.508113,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-21T17:35:12.516837,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,5223,104,2024-12-21T17:35:14.096542,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,62931,220,2024-12-21T17:35:15.057562,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,95,2024-12-21T17:35:15.062836,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,583,2024-12-21T17:35:15.077424,Trusted
90:06:28:ea:b1:1b,01:00:5e:7f:ff:fa,SSDP,1900,167,2024-12-21T17:40:12.434366,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,71,2024-12-21T17:40:12.808845,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,63536,68,2024-12-21T17:40:12.841529,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,75,2024-12-21T17:40:13.808312,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,75,2024-12-21T17:40:13.808500,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,29589,135,2024-12-21T17:40:13.823387,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,50822,91,2024-12-21T17:40:13.823394,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-21T17:40:13.825118,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-21T17:40:13.825160,Trusted
